household_id;municipality_id;grid_id;HLA;HSC;HSI;age;SEX;AG2;EMP
055540036036-411;055540036036;100mN32170E41225;NA;OS;5;18;F;1824;EMP
055540036036-411;055540036036;100mN32170E41225;NA;OS;5;45;F;4049;EMP
055540036036-411;055540036036;100mN32170E41225;NA;OS;5;46;F;4049;EMP
055540036036-411;055540036036;100mN32170E41225;NA;OS;5;51;M;5064;EMP
055540036036-411;055540036036;100mN32170E41225;NA;OS;5;21;M;1824;EMP
055540036036-412;055540036036;100mN32178E41217;MC;NA;4;42;M;4049;EMP
055540036036-412;055540036036;100mN32178E41217;MC;NA;4;48;F;4049;NEP
055540036036-412;055540036036;100mN32178E41217;MC;NA;4;9;M;0614;NEP
055540036036-412;055540036036;100mN32178E41217;MC;NA;4;7;M;0614;NEP
055540036036-413;055540036036;100mN32173E41222;S;NA;1;63;F;5064;EMP
055540036036-414;055540036036;100mN32173E41222;MC;NA;6;60;M;5064;EMP
055540036036-414;055540036036;100mN32173E41222;MC;NA;6;35;M;3039;EMP
055540036036-414;055540036036;100mN32173E41222;MC;NA;6;10;F;0614;NEP
055540036036-414;055540036036;100mN32173E41222;MC;NA;6;20;M;1824;EMP
055540036036-414;055540036036;100mN32173E41222;MC;NA;6;9;F;0614;NEP
055540036036-414;055540036036;100mN32173E41222;MC;NA;6;12;F;0614;NEP
055540036036-415;055540036036;100mN32183E41196;S;NA;1;25;F;2529;NEP
055540036036-416;055540036036;100mN32173E41221;MC;NA;2;58;M;5064;EMP
055540036036-416;055540036036;100mN32173E41221;MC;NA;2;55;F;5064;EMP
055540036036-417;055540036036;100mN32173E41222;MC;NA;3;59;M;5064;EMP
055540036036-417;055540036036;100mN32173E41222;MC;NA;3;63;F;5064;NEP
055540036036-417;055540036036;100mN32173E41222;MC;NA;3;4;M;0305;NEP
055540036036-418;055540036036;100mN32180E41219;MC;NA;3;61;M;5064;NEP
055540036036-418;055540036036;100mN32180E41219;MC;NA;3;58;M;5064;EMP
055540036036-418;055540036036;100mN32180E41219;MC;NA;3;16;M;1517;EMP
055540036036-419;055540036036;100mN32173E41222;MC;NA;4;63;F;5064;EMP
055540036036-419;055540036036;100mN32173E41222;MC;NA;4;34;F;3039;NEP
055540036036-419;055540036036;100mN32173E41222;MC;NA;4;45;F;4049;NEP
055540036036-419;055540036036;100mN32173E41222;MC;NA;4;16;F;1517;EMP
055540036036-420;055540036036;100mN32178E41218;MC;NA;4;54;M;5064;EMP
055540036036-420;055540036036;100mN32178E41218;MC;NA;4;51;F;5064;EMP
055540036036-420;055540036036;100mN32178E41218;MC;NA;4;20;M;1824;EMP
055540036036-420;055540036036;100mN32178E41218;MC;NA;4;18;M;1824;EMP
055540036036-421;055540036036;100mN32175E41227;NA;OS;5;21;M;1824;EMP
055540036036-421;055540036036;100mN32175E41227;NA;OS;5;21;F;1824;EMP
055540036036-421;055540036036;100mN32175E41227;NA;OS;5;50;F;5064;NEP
055540036036-421;055540036036;100mN32175E41227;NA;OS;5;50;M;5064;UEP
055540036036-421;055540036036;100mN32175E41227;NA;OS;5;46;M;4049;EMP
055540036036-422;055540036036;100mN32173E41222;MC;NA;3;47;F;4049;EMP
055540036036-422;055540036036;100mN32173E41222;MC;NA;3;47;M;4049;EMP
055540036036-422;055540036036;100mN32173E41222;MC;NA;3;13;F;0614;NEP
055540036036-423;055540036036;100mN32175E41228;MC;NA;3;54;M;5064;EMP
055540036036-423;055540036036;100mN32175E41228;MC;NA;3;53;F;5064;EMP
055540036036-423;055540036036;100mN32175E41228;MC;NA;3;6;F;0614;NEP
055540036036-424;055540036036;100mN32181E41224;PO;MIX;6;70;F;6574;NEP
055540036036-424;055540036036;100mN32181E41224;PO;MIX;6;51;F;5064;NEP
055540036036-424;055540036036;100mN32181E41224;PO;MIX;6;59;F;5064;EMP
055540036036-424;055540036036;100mN32181E41224;PO;MIX;6;31;F;3039;EMP
055540036036-424;055540036036;100mN32181E41224;PO;MIX;6;28;F;2529;EMP
055540036036-424;055540036036;100mN32181E41224;PO;MIX;6;27;F;2529;EMP
055540036036-425;055540036036;100mN32181E41224;S;NA;1;56;F;5064;EMP
055540036036-426;055540036036;100mN32173E41222;MC;MIX;4;67;M;6574;EMP
055540036036-426;055540036036;100mN32173E41222;MC;MIX;4;63;M;5064;NEP
055540036036-426;055540036036;100mN32173E41222;MC;MIX;4;62;F;5064;NEP
055540036036-426;055540036036;100mN32173E41222;MC;MIX;4;47;M;4049;EMP
055540036036-427;055540036036;100mN32173E41222;MC;NA;6;41;M;4049;EMP
055540036036-427;055540036036;100mN32173E41222;MC;NA;6;33;M;3039;EMP
055540036036-427;055540036036;100mN32173E41222;MC;NA;6;6;F;0614;NEP
055540036036-427;055540036036;100mN32173E41222;MC;NA;6;18;M;1824;EMP
055540036036-427;055540036036;100mN32173E41222;MC;NA;6;25;M;2529;EMP
055540036036-427;055540036036;100mN32173E41222;MC;NA;6;15;F;1517;NEP
055540036036-428;055540036036;100mN32180E41223;MC;NA;2;63;M;5064;EMP
055540036036-428;055540036036;100mN32180E41223;MC;NA;2;56;M;5064;NEP
055540036036-429;055540036036;100mN32214E41252;PO;NA;3;41;M;4049;EMP
055540036036-429;055540036036;100mN32214E41252;PO;NA;3;40;M;4049;EMP
055540036036-429;055540036036;100mN32214E41252;PO;NA;3;23;M;1824;EMP
055540036036-430;055540036036;100mN32181E41224;MC;NA;5;46;M;4049;NEP
055540036036-430;055540036036;100mN32181E41224;MC;NA;5;45;M;4049;NEP
055540036036-430;055540036036;100mN32181E41224;MC;NA;5;12;M;0614;NEP
055540036036-430;055540036036;100mN32181E41224;MC;NA;5;22;F;1824;NEP
055540036036-430;055540036036;100mN32181E41224;MC;NA;5;13;M;0614;NEP
055540036036-431;055540036036;100mN32176E41228;SF;MIX;2;73;F;6574;NEP
055540036036-431;055540036036;100mN32176E41228;SF;MIX;2;21;M;1824;NEP
055540036036-432;055540036036;100mN32175E41221;S;NA;1;58;M;5064;EMP
055540036036-433;055540036036;100mN32175E41221;S;NA;1;42;M;4049;EMP
055540036036-434;055540036036;100mN32174E41218;NA;OS;3;33;M;3039;NEP
055540036036-434;055540036036;100mN32174E41218;NA;OS;3;78;M;75XX;EMP
055540036036-434;055540036036;100mN32174E41218;NA;OS;3;58;M;5064;EMP
055540036036-435;055540036036;100mN32175E41221;MC;NA;3;30;F;3039;NEP
055540036036-435;055540036036;100mN32175E41221;MC;NA;3;33;F;3039;NEP
055540036036-435;055540036036;100mN32175E41221;MC;NA;3;3;F;0305;NEP
055540036036-436;055540036036;100mN32200E41255;MC;NA;3;60;M;5064;EMP
055540036036-436;055540036036;100mN32200E41255;MC;NA;3;23;F;1824;UEP
055540036036-436;055540036036;100mN32200E41255;MC;NA;3;15;F;1517;EMP
055540036036-437;055540036036;100mN32175E41221;SF;NA;5;85;M;75XX;EMP
055540036036-437;055540036036;100mN32175E41221;SF;NA;5;4;M;0305;NEP
055540036036-437;055540036036;100mN32175E41221;SF;NA;5;38;F;3039;NEP
055540036036-437;055540036036;100mN32175E41221;SF;NA;5;11;F;0614;NEP
055540036036-437;055540036036;100mN32175E41221;SF;NA;5;9;F;0614;NEP
055540036036-438;055540036036;100mN32175E41221;SF;NA;4;55;M;5064;EMP
055540036036-438;055540036036;100mN32175E41221;SF;NA;4;13;F;0614;NEP
055540036036-438;055540036036;100mN32175E41221;SF;NA;4;9;M;0614;NEP
055540036036-438;055540036036;100mN32175E41221;SF;NA;4;8;M;0614;NEP
055540036036-439;055540036036;100mN32175E41221;MC;NA;4;41;M;4049;NEP
055540036036-439;055540036036;100mN32175E41221;MC;NA;4;44;F;4049;NEP
055540036036-439;055540036036;100mN32175E41221;MC;NA;4;22;M;1824;NEP
055540036036-439;055540036036;100mN32175E41221;MC;NA;4;15;M;1517;EMP
055540036036-440;055540036036;100mN32175E41226;MC;OS;5;69;M;6574;EMP
055540036036-440;055540036036;100mN32175E41226;MC;OS;5;69;M;6574;EMP
055540036036-440;055540036036;100mN32175E41226;MC;OS;5;65;F;6574;EMP
055540036036-440;055540036036;100mN32175E41226;MC;OS;5;81;M;75XX;EMP
055540036036-440;055540036036;100mN32175E41226;MC;OS;5;68;M;6574;EMP
055540036036-441;055540036036;100mN32175E41221;MC;NA;3;59;M;5064;EMP
055540036036-441;055540036036;100mN32175E41221;MC;NA;3;62;F;5064;NEP
055540036036-441;055540036036;100mN32175E41221;MC;NA;3;9;F;0614;NEP
055540036036-442;055540036036;100mN32178E41217;MC;NA;4;62;F;5064;EMP
055540036036-442;055540036036;100mN32178E41217;MC;NA;4;62;F;5064;EMP
055540036036-442;055540036036;100mN32178E41217;MC;NA;4;26;M;2529;EMP
055540036036-442;055540036036;100mN32178E41217;MC;NA;4;10;M;0614;NEP
055540036036-443;055540036036;100mN32175E41223;MC;MIX;2;86;F;75XX;NEP
055540036036-443;055540036036;100mN32175E41223;MC;MIX;2;47;M;4049;NEP
055540036036-444;055540036036;100mN32175E41221;MC;NA;2;58;F;5064;EMP
055540036036-444;055540036036;100mN32175E41221;MC;NA;2;58;M;5064;EMP
055540036036-445;055540036036;100mN32168E41225;S;OS;1;52;F;5064;NEP
055540036036-446;055540036036;100mN32175E41221;S;NA;1;16;F;1517;NEP
055540036036-447;055540036036;100mN32175E41221;MC;MIX;2;73;F;6574;EMP
055540036036-447;055540036036;100mN32175E41221;MC;MIX;2;7;M;0614;NEP
055540036036-448;055540036036;100mN32236E41217;S;OS;1;28;M;2529;EMP
055540036036-449;055540036036;100mN32175E41221;MC;NA;2;50;M;5064;EMP
055540036036-449;055540036036;100mN32175E41221;MC;NA;2;41;F;4049;EMP
055540036036-450;055540036036;100mN32175E41221;S;NA;1;21;F;1824;NEP
055540036036-451;055540036036;100mN32175E41221;SF;MIX;2;81;F;75XX;NEP
055540036036-451;055540036036;100mN32175E41221;SF;MIX;2;3;M;0305;NEP
055540036036-452;055540036036;100mN32179E41224;S;NA;1;40;F;4049;EMP
055540036036-453;055540036036;100mN32170E41225;NA;OS;5;18;F;1824;EMP
055540036036-453;055540036036;100mN32170E41225;NA;OS;5;45;F;4049;EMP
055540036036-453;055540036036;100mN32170E41225;NA;OS;5;46;F;4049;EMP
055540036036-453;055540036036;100mN32170E41225;NA;OS;5;51;M;5064;EMP
055540036036-453;055540036036;100mN32170E41225;NA;OS;5;21;M;1824;EMP
055540036036-454;055540036036;100mN32170E41225;MC;NA;4;63;M;5064;NEP
055540036036-454;055540036036;100mN32170E41225;MC;NA;4;62;F;5064;EMP
055540036036-454;055540036036;100mN32170E41225;MC;NA;4;16;M;1517;EMP
055540036036-454;055540036036;100mN32170E41225;MC;NA;4;8;F;0614;NEP
055540036036-455;055540036036;100mN32170E41225;SF;NA;2;41;M;4049;EMP
055540036036-455;055540036036;100mN32170E41225;SF;NA;2;23;F;1824;NEP
055540036036-456;055540036036;100mN32161E41222;S;NA;1;48;F;4049;NEP
055540036036-457;055540036036;100mN32176E41227;MC;OS;2;88;F;75XX;EMP
055540036036-457;055540036036;100mN32176E41227;MC;OS;2;70;M;6574;EMP
055540036036-458;055540036036;100mN32170E41225;MC;NA;5;30;M;3039;EMP
055540036036-458;055540036036;100mN32170E41225;MC;NA;5;31;F;3039;NEP
055540036036-458;055540036036;100mN32170E41225;MC;NA;5;11;M;0614;NEP
055540036036-458;055540036036;100mN32170E41225;MC;NA;5;7;M;0614;NEP
055540036036-458;055540036036;100mN32170E41225;MC;NA;5;7;M;0614;NEP
055540036036-459;055540036036;100mN32170E41225;S;NA;1;38;M;3039;EMP
055540036036-460;055540036036;100mN32167E41182;MC;OS;4;70;F;6574;NEP
055540036036-460;055540036036;100mN32167E41182;MC;OS;4;72;M;6574;NEP
055540036036-460;055540036036;100mN32167E41182;MC;OS;4;69;M;6574;EMP
055540036036-460;055540036036;100mN32167E41182;MC;OS;4;85;M;75XX;NEP
055540036036-461;055540036036;100mN32170E41225;S;NA;1;58;M;5064;NEP
055540036036-462;055540036036;100mN32170E41225;MC;NA;2;19;M;1824;EMP
055540036036-462;055540036036;100mN32170E41225;MC;NA;2;18;M;1824;EMP
055540036036-463;055540036036;100mN32178E41221;MC;NA;3;36;F;3039;EMP
055540036036-463;055540036036;100mN32178E41221;MC;NA;3;36;M;3039;NEP
055540036036-463;055540036036;100mN32178E41221;MC;NA;3;15;F;1517;EMP
055540036036-464;055540036036;100mN32178E41220;PO;MIX;4;66;F;6574;NEP
055540036036-464;055540036036;100mN32178E41220;PO;MIX;4;46;M;4049;EMP
055540036036-464;055540036036;100mN32178E41220;PO;MIX;4;44;F;4049;NEP
055540036036-464;055540036036;100mN32178E41220;PO;MIX;4;12;M;0614;NEP
055540036036-465;055540036036;100mN32170E41225;MC;MIX;3;81;F;75XX;NEP
055540036036-465;055540036036;100mN32170E41225;MC;MIX;3;55;M;5064;EMP
055540036036-465;055540036036;100mN32170E41225;MC;MIX;3;55;F;5064;EMP
055540036036-466;055540036036;100mN32196E41249;MC;NA;2;42;F;4049;EMP
055540036036-466;055540036036;100mN32196E41249;MC;NA;2;43;F;4049;EMP
055540036036-467;055540036036;100mN32170E41225;MC;OS;4;75;M;75XX;EMP
055540036036-467;055540036036;100mN32170E41225;MC;OS;4;65;F;6574;NEP
055540036036-467;055540036036;100mN32170E41225;MC;OS;4;88;F;75XX;EMP
055540036036-467;055540036036;100mN32170E41225;MC;OS;4;72;F;6574;EMP
055540036036-468;055540036036;100mN32176E41216;S;OS;1;75;F;75XX;EMP
055540036036-469;055540036036;100mN32170E41225;MC;MIX;2;66;M;6574;EMP
055540036036-469;055540036036;100mN32170E41225;MC;MIX;2;38;M;3039;NEP
055540036036-470;055540036036;100mN32173E41220;MC;NA;4;55;M;5064;EMP
055540036036-470;055540036036;100mN32173E41220;MC;NA;4;15;F;1517;EMP
055540036036-470;055540036036;100mN32173E41220;MC;NA;4;7;F;0614;NEP
055540036036-470;055540036036;100mN32173E41220;MC;NA;4;4;F;0305;NEP
055540036036-471;055540036036;100mN32170E41225;MC;MIX;6;83;F;75XX;EMP
055540036036-471;055540036036;100mN32170E41225;MC;MIX;6;44;M;4049;EMP
055540036036-471;055540036036;100mN32170E41225;MC;MIX;6;42;M;4049;EMP
055540036036-471;055540036036;100mN32170E41225;MC;MIX;6;19;M;1824;EMP
055540036036-471;055540036036;100mN32170E41225;MC;MIX;6;0;M;0003;NEP
055540036036-471;055540036036;100mN32170E41225;MC;MIX;6;8;F;0614;NEP
055540036036-472;055540036036;100mN32179E41223;MC;NA;2;48;F;4049;NEP
055540036036-472;055540036036;100mN32179E41223;MC;NA;2;61;M;5064;EMP
055540036036-473;055540036036;100mN32178E41221;SF;NA;4;55;M;5064;EMP
055540036036-473;055540036036;100mN32178E41221;SF;NA;4;16;M;1517;EMP
055540036036-473;055540036036;100mN32178E41221;SF;NA;4;23;M;1824;EMP
055540036036-473;055540036036;100mN32178E41221;SF;NA;4;36;M;3039;EMP
055540036036-474;055540036036;100mN32171E41224;S;NA;1;61;M;5064;EMP
055540036036-475;055540036036;100mN32170E41225;MC;NA;4;42;M;4049;NEP
055540036036-475;055540036036;100mN32170E41225;MC;NA;4;48;M;4049;NEP
055540036036-475;055540036036;100mN32170E41225;MC;NA;4;1;F;0003;NEP
055540036036-475;055540036036;100mN32170E41225;MC;NA;4;10;M;0614;NEP
055540036036-476;055540036036;100mN32194E41264;MC;MIX;3;70;M;6574;NEP
055540036036-476;055540036036;100mN32194E41264;MC;MIX;3;43;M;4049;EMP
055540036036-476;055540036036;100mN32194E41264;MC;MIX;3;36;M;3039;EMP
055540036036-477;055540036036;100mN32175E41228;MC;NA;2;51;F;5064;EMP
055540036036-477;055540036036;100mN32175E41228;MC;NA;2;56;F;5064;EMP
055540036036-478;055540036036;100mN32178E41226;MC;NA;2;55;F;5064;NEP
055540036036-478;055540036036;100mN32178E41226;MC;NA;2;58;F;5064;NEP
055540036036-479;055540036036;100mN32175E41226;PO;MIX;5;79;M;75XX;NEP
055540036036-479;055540036036;100mN32175E41226;PO;MIX;5;52;F;5064;NEP
055540036036-479;055540036036;100mN32175E41226;PO;MIX;5;62;M;5064;NEP
055540036036-479;055540036036;100mN32175E41226;PO;MIX;5;10;F;0614;NEP
055540036036-479;055540036036;100mN32175E41226;PO;MIX;5;8;F;0614;NEP
055540036036-480;055540036036;100mN32178E41246;S;NA;1;45;M;4049;EMP
055540036036-481;055540036036;100mN32176E41221;MC;OS;2;70;F;6574;NEP
055540036036-481;055540036036;100mN32176E41221;MC;OS;2;71;F;6574;EMP
055540036036-482;055540036036;100mN32178E41226;MC;MIX;5;76;M;75XX;EMP
055540036036-482;055540036036;100mN32178E41226;MC;MIX;5;58;F;5064;EMP
055540036036-482;055540036036;100mN32178E41226;MC;MIX;5;57;M;5064;EMP
055540036036-482;055540036036;100mN32178E41226;MC;MIX;5;15;F;1517;NEP
055540036036-482;055540036036;100mN32178E41226;MC;MIX;5;35;F;3039;NEP
055540036036-483;055540036036;100mN32179E41226;MC;NA;3;62;F;5064;EMP
055540036036-483;055540036036;100mN32179E41226;MC;NA;3;54;M;5064;EMP
055540036036-483;055540036036;100mN32179E41226;MC;NA;3;12;M;0614;NEP
055540036036-484;055540036036;100mN32181E41217;MC;NA;3;60;F;5064;EMP
055540036036-484;055540036036;100mN32181E41217;MC;NA;3;50;F;5064;EMP
055540036036-484;055540036036;100mN32181E41217;MC;NA;3;19;M;1824;EMP
055540036036-485;055540036036;100mN32201E41233;S;NA;1;50;M;5064;EMP
055540036036-486;055540036036;100mN32199E41249;NA;MIX;4;41;M;4049;EMP
055540036036-486;055540036036;100mN32199E41249;NA;MIX;4;40;M;4049;NEP
055540036036-486;055540036036;100mN32199E41249;NA;MIX;4;81;M;75XX;EMP
055540036036-486;055540036036;100mN32199E41249;NA;MIX;4;75;M;75XX;EMP
055540036036-487;055540036036;100mN32170E41226;MC;NA;2;57;F;5064;EMP
055540036036-487;055540036036;100mN32170E41226;MC;NA;2;62;M;5064;EMP
055540036036-488;055540036036;100mN32179E41226;S;NA;1;48;M;4049;EMP
055540036036-489;055540036036;100mN32179E41226;MC;OS;4;71;F;6574;NEP
055540036036-489;055540036036;100mN32179E41226;MC;OS;4;65;M;6574;EMP
055540036036-489;055540036036;100mN32179E41226;MC;OS;4;82;F;75XX;EMP
055540036036-489;055540036036;100mN32179E41226;MC;OS;4;80;F;75XX;NEP
055540036036-490;055540036036;100mN32207E41250;MC;NA;6;46;M;4049;EMP
055540036036-490;055540036036;100mN32207E41250;MC;NA;6;38;M;3039;EMP
055540036036-490;055540036036;100mN32207E41250;MC;NA;6;22;M;1824;NEP
055540036036-490;055540036036;100mN32207E41250;MC;NA;6;6;F;0614;NEP
055540036036-490;055540036036;100mN32207E41250;MC;NA;6;15;M;1517;EMP
055540036036-490;055540036036;100mN32207E41250;MC;NA;6;4;M;0305;NEP
055540036036-491;055540036036;100mN32173E41224;MC;NA;4;59;M;5064;EMP
055540036036-491;055540036036;100mN32173E41224;MC;NA;4;50;M;5064;EMP
055540036036-491;055540036036;100mN32173E41224;MC;NA;4;3;M;0305;NEP
055540036036-491;055540036036;100mN32173E41224;MC;NA;4;16;M;1517;EMP
055540036036-492;055540036036;100mN32173E41221;S;NA;1;37;F;3039;EMP
055540036036-493;055540036036;100mN32194E41225;PO;NA;3;34;M;3039;EMP
055540036036-493;055540036036;100mN32194E41225;PO;NA;3;42;M;4049;EMP
055540036036-493;055540036036;100mN32194E41225;PO;NA;3;2;M;0003;NEP
055540036036-494;055540036036;100mN32179E41226;MC;OS;5;86;F;75XX;EMP
055540036036-494;055540036036;100mN32179E41226;MC;OS;5;50;M;5064;EMP
055540036036-494;055540036036;100mN32179E41226;MC;OS;5;70;M;6574;EMP
055540036036-494;055540036036;100mN32179E41226;MC;OS;5;69;F;6574;NEP
055540036036-494;055540036036;100mN32179E41226;MC;OS;5;89;F;75XX;EMP
055540036036-495;055540036036;100mN32168E41225;S;OS;1;52;F;5064;NEP
055540036036-496;055540036036;100mN32168E41225;MC;NA;4;51;F;5064;EMP
055540036036-496;055540036036;100mN32168E41225;MC;NA;4;53;M;5064;EMP
055540036036-496;055540036036;100mN32168E41225;MC;NA;4;18;M;1824;EMP
055540036036-496;055540036036;100mN32168E41225;MC;NA;4;26;F;2529;EMP
055540036036-497;055540036036;100mN32181E41217;S;NA;1;40;M;4049;EMP
055540036036-498;055540036036;100mN32161E41222;MC;NA;2;43;F;4049;EMP
055540036036-498;055540036036;100mN32161E41222;MC;NA;2;45;F;4049;EMP
055540036036-499;055540036036;100mN32193E41226;S;NA;1;43;M;4049;EMP
055540036036-500;055540036036;100mN32186E41214;MC;NA;4;20;M;1824;EMP
055540036036-500;055540036036;100mN32186E41214;MC;NA;4;18;M;1824;NEP
055540036036-500;055540036036;100mN32186E41214;MC;NA;4;3;M;0305;NEP
055540036036-500;055540036036;100mN32186E41214;MC;NA;4;0;M;0003;NEP
055540036036-501;055540036036;100mN32181E41217;S;NA;1;40;M;4049;EMP
055540036036-502;055540036036;100mN32180E41222;MC;OS;2;83;M;75XX;EMP
055540036036-502;055540036036;100mN32180E41222;MC;OS;2;83;M;75XX;EMP
055540036036-503;055540036036;100mN32178E41217;S;NA;1;51;M;5064;EMP
055540036036-504;055540036036;100mN32182E41217;S;NA;1;16;M;1517;EMP
055540036036-505;055540036036;100mN32174E41216;MC;NA;5;50;F;5064;NEP
055540036036-505;055540036036;100mN32174E41216;MC;NA;5;52;M;5064;EMP
055540036036-505;055540036036;100mN32174E41216;MC;NA;5;31;M;3039;EMP
055540036036-505;055540036036;100mN32174E41216;MC;NA;5;26;F;2529;EMP
055540036036-505;055540036036;100mN32174E41216;MC;NA;5;11;M;0614;NEP
055540036036-506;055540036036;100mN32200E41253;MC;NA;2;63;M;5064;NEP
055540036036-506;055540036036;100mN32200E41253;MC;NA;2;78;F;75XX;UEP
055540036036-507;055540036036;100mN32200E41253;SF;NA;3;78;F;75XX;EMP
055540036036-507;055540036036;100mN32200E41253;SF;NA;3;9;F;0614;NEP
055540036036-507;055540036036;100mN32200E41253;SF;NA;3;19;M;1824;EMP
055540036036-508;055540036036;100mN32199E41251;MC;NA;4;59;F;5064;EMP
055540036036-508;055540036036;100mN32199E41251;MC;NA;4;55;F;5064;NEP
055540036036-508;055540036036;100mN32199E41251;MC;NA;4;8;F;0614;NEP
055540036036-508;055540036036;100mN32199E41251;MC;NA;4;40;F;4049;EMP
055540036036-509;055540036036;100mN32172E41224;MC;NA;3;31;M;3039;EMP
055540036036-509;055540036036;100mN32172E41224;MC;NA;3;18;M;1824;EMP
055540036036-509;055540036036;100mN32172E41224;MC;NA;3;7;F;0614;NEP
055540036036-510;055540036036;100mN32171E41224;S;NA;1;48;F;4049;EMP
055540036036-511;055540036036;100mN32186E41211;S;NA;1;52;M;5064;EMP
055540036036-512;055540036036;100mN32178E41218;MC;NA;5;34;M;3039;EMP
055540036036-512;055540036036;100mN32178E41218;MC;NA;5;31;M;3039;EMP
055540036036-512;055540036036;100mN32178E41218;MC;NA;5;9;F;0614;NEP
055540036036-512;055540036036;100mN32178E41218;MC;NA;5;18;M;1824;EMP
055540036036-512;055540036036;100mN32178E41218;MC;NA;5;9;F;0614;NEP
055540036036-513;055540036036;100mN32217E41211;MC;NA;2;45;M;4049;EMP
055540036036-513;055540036036;100mN32217E41211;MC;NA;2;45;M;4049;EMP
055540036036-514;055540036036;100mN32176E41219;S;NA;1;19;M;1824;EMP
055540036036-515;055540036036;100mN32176E41227;SF;NA;5;32;F;3039;NEP
055540036036-515;055540036036;100mN32176E41227;SF;NA;5;6;F;0614;NEP
055540036036-515;055540036036;100mN32176E41227;SF;NA;5;9;M;0614;NEP
055540036036-515;055540036036;100mN32176E41227;SF;NA;5;7;F;0614;NEP
055540036036-515;055540036036;100mN32176E41227;SF;NA;5;15;F;1517;EMP
055540036036-516;055540036036;100mN32199E41251;MC;NA;4;57;M;5064;NEP
055540036036-516;055540036036;100mN32199E41251;MC;NA;4;52;M;5064;EMP
055540036036-516;055540036036;100mN32199E41251;MC;NA;4;7;F;0614;NEP
055540036036-516;055540036036;100mN32199E41251;MC;NA;4;9;F;0614;NEP
055540036036-517;055540036036;100mN32177E41225;PO;NA;4;62;F;5064;EMP
055540036036-517;055540036036;100mN32177E41225;PO;NA;4;19;M;1824;EMP
055540036036-517;055540036036;100mN32177E41225;PO;NA;4;16;F;1517;NEP
055540036036-517;055540036036;100mN32177E41225;PO;NA;4;16;F;1517;EMP
055540036036-518;055540036036;100mN32175E41226;S;NA;1;60;F;5064;EMP
055540036036-519;055540036036;100mN32201E41250;MC;NA;4;34;F;3039;EMP
055540036036-519;055540036036;100mN32201E41250;MC;NA;4;42;F;4049;NEP
055540036036-519;055540036036;100mN32201E41250;MC;NA;4;18;M;1824;EMP
055540036036-519;055540036036;100mN32201E41250;MC;NA;4;19;M;1824;EMP
055540036036-520;055540036036;100mN32199E41251;S;NA;1;46;M;4049;EMP
055540036036-521;055540036036;100mN32179E41224;S;NA;1;62;F;5064;NEP
055540036036-522;055540036036;100mN32199E41251;MC;NA;2;58;F;5064;NEP
055540036036-522;055540036036;100mN32199E41251;MC;NA;2;61;F;5064;NEP
055540036036-523;055540036036;100mN32199E41251;NA;NA;3;68;M;6574;NEP
055540036036-523;055540036036;100mN32199E41251;NA;NA;3;28;F;2529;NEP
055540036036-523;055540036036;100mN32199E41251;NA;NA;3;28;F;2529;EMP
055540036036-524;055540036036;100mN32181E41217;MC;NA;3;60;F;5064;EMP
055540036036-524;055540036036;100mN32181E41217;MC;NA;3;50;F;5064;EMP
055540036036-524;055540036036;100mN32181E41217;MC;NA;3;19;M;1824;EMP
055540036036-525;055540036036;100mN32177E41221;MC;NA;4;40;F;4049;NEP
055540036036-525;055540036036;100mN32177E41221;MC;NA;4;47;F;4049;EMP
055540036036-525;055540036036;100mN32177E41221;MC;NA;4;21;M;1824;EMP
055540036036-525;055540036036;100mN32177E41221;MC;NA;4;6;M;0614;NEP
055540036036-526;055540036036;100mN32170E41226;S;NA;1;41;M;4049;NEP
055540036036-527;055540036036;100mN32197E41262;MC;NA;3;56;M;5064;EMP
055540036036-527;055540036036;100mN32197E41262;MC;NA;3;56;M;5064;EMP
055540036036-527;055540036036;100mN32197E41262;MC;NA;3;21;M;1824;EMP
055540036036-528;055540036036;100mN32170E41226;MC;NA;4;44;M;4049;UEP
055540036036-528;055540036036;100mN32170E41226;MC;NA;4;45;M;4049;EMP
055540036036-528;055540036036;100mN32170E41226;MC;NA;4;10;F;0614;NEP
055540036036-528;055540036036;100mN32170E41226;MC;NA;4;26;F;2529;EMP
055540036036-529;055540036036;100mN32170E41226;MC;NA;2;57;F;5064;EMP
055540036036-529;055540036036;100mN32170E41226;MC;NA;2;62;M;5064;EMP
055540036036-530;055540036036;100mN32172E41228;SF;MIX;5;68;F;6574;EMP
055540036036-530;055540036036;100mN32172E41228;SF;MIX;5;19;M;1824;EMP
055540036036-530;055540036036;100mN32172E41228;SF;MIX;5;2;F;0003;NEP
055540036036-530;055540036036;100mN32172E41228;SF;MIX;5;2;F;0003;NEP
055540036036-530;055540036036;100mN32172E41228;SF;MIX;5;2;M;0003;NEP
055540036036-531;055540036036;100mN32170E41226;MC;NA;6;36;M;3039;EMP
055540036036-531;055540036036;100mN32170E41226;MC;NA;6;33;M;3039;EMP
055540036036-531;055540036036;100mN32170E41226;MC;NA;6;20;F;1824;EMP
055540036036-531;055540036036;100mN32170E41226;MC;NA;6;19;F;1824;EMP
055540036036-531;055540036036;100mN32170E41226;MC;NA;6;19;F;1824;NEP
055540036036-531;055540036036;100mN32170E41226;MC;NA;6;16;F;1517;NEP
055540036036-532;055540036036;100mN32200E41254;MC;NA;3;46;F;4049;EMP
